english,tag,definition
Martian,adjective,related to or coming from the planet Mars
Marxism,noun,the political and economic theories of Karl Marx (1818–83) which explain the changes and developments in society as the result of opposition between the social classes
Marxist,adjective,based on or following the political and economic theories of Karl Marx
Marxist,noun,a person who follows the political and economic theories of Karl Marx
Mass,noun,"1. a large amount of a substance that does not have a definite shape or form 2. a large amount or quantity of something 3. a large number of people or things grouped together, often in a confused way"
Mayday,noun,an international radio signal used by ships and aircraft needing help when they are in danger
Mecca,noun,"1. a city in Saudi Arabia that is the holiest city of Islam, being the place where the Prophet Muhammad was born 2. a place that many people like to visit, especially for a particular reason"
Medicaid,noun,(in the US) the insurance system that provides medical care for poor people
Medicare,noun,1. (in the US) the government insurance system that provides medical care for people over 65 2. (in Australia and Canada) the national medical care system for all people that is paid for by taxes (spelt ‘medicare’ in Canada)
Messiah,noun,"1. a king who will be sent by God to save the Jewish people, as promised in the Hebrew Bible 2. Jesus Christ, regarded by Christians as the Messiah of the Hebrew Bible, sent by God into the world to save people from evil and sin 3. a leader who people believe will solve the problems of a country or the world"
Methodism,noun,the beliefs and practices of the Methodists (= members of a Christian Protestant Church that broke away from the Church of England in the 18th century)
Methodist,noun,a member of a Christian Protestant Church that broke away from the Church of England in the 18th century
Methodist,adjective,belonging to or connected with the Methodists (= a branch of the Christian Protestant Church that broke away from the Church of England in the 18th century)
Michaelmas,noun,"(in the Christian Church) the holy day in honour of St Michael, 29 September"
Miranda,adjective,"(in the US) relating to the fact that the police must tell somebody who has been arrested about their rights, including the right not to answer questions, and warn them that anything they say may be used as evidence against them"
Mohican,noun,a way of cutting the hair in which it is removed from the head by shaving except for a narrow area of hair in the middle that is sometimes made to stick up
Mormon,noun,"a member of a religion formed by Joseph Smith in the US in 1830, officially called ‘the Church of Jesus Christ of Latter-day Saints’"
Moslem,adjective,believing in and practising Islam; connected with the religion of Islam
Moslem,noun,a person whose religion is Islam
Muenster,noun,a light yellow cheese with a mild taste
Muzak,noun,"continuous recorded music that is played in shops, restaurants, airports, etc."
Myspace,noun,a social media website
NAAFI,noun,"an organization which provides shops and places to eat for British soldiers (the abbreviation for ‘Navy, Army and Air Force Institutes’) "
NASCAR,,"the US organization for the sport of racing stock cars (= ordinary cars fitted with especially powerful engines). It was established in 1948 at Daytona Beach, Florida. The Daytona 500 is the most famous of its races."
NBA,abbreviation,National Basketball Association (the US organization responsible for professional basketball)
NCO,noun,non-commissioned officer (a soldier who has a rank such as corporal or sergeant)
NFC,abbreviation,(in the US) the National Football Conference (one of the two groups of teams in the National Football League)
NFL,abbreviation,(in the US) National Football League (the US organization for professional American football)
NFT,noun,"a unit of data attached to a unique digital file, such as a song or video, that contains proof of the identity of the owner of the file (the abbreviation for non-fungible token)"
NPC,noun,a video game character that is not controlled by a player of the game (the abbreviation for non-player character)
NYSE,abbreviation,New York Stock Exchange
Nahuatl,noun,a language spoken in southern Mexico and Central America
Navaratri,noun,"a Hindu festival lasting for nine nights, which takes place in September or October"
