english,tag,definition
cool,noun,"1. cool air or a cool place 2. the quality of being fashionable, attractive or impressive"
corn,noun,"1. any plant that is grown for its grain, such as wheat; the grain of these plants 2. a tall plant grown for its large yellow grains that are used for making flour or eaten as a vegetable; the grains of this plant"
cost,verb,"1. if something costs a particular amount of money, you need to pay that amount in order to buy, make or do it 2. to cause the loss of something"
costume,noun,"1. the clothes worn by people from a particular place or during a particular historical period 2. the clothes worn by actors in a play or film, or worn by somebody to make them look like somebody/something else"
cottage,noun,"a small house, especially in the country"
cotton,noun,1. a plant grown in warm countries for the soft white hairs around its seeds that are used to make cloth and thread 2. the cloth made from the cotton plant
cough,noun,"1. an act or a sound of coughing (= forcing out air suddenly and noisily through your throat, for example when you have a cold)  2. an illness or infection that makes you cough often"
cough,verb,"1. to force out air suddenly and noisily through your throat, for example when you have a cold 2. to force something out of your throat or lungs by coughing"
could,verb,1. used as the past tense of ‘can’ 2. used to ask if you can do something
count,noun,1. an act of counting to find the total number of somebody/something 2. an act of saying numbers in order beginning with 1
countryside,noun,"land outside towns and cities, with fields, woods, etc."
course,noun,1. a series of lessons or lectures on a particular subject 2. a period of study at a college or university that leads to an exam or a qualification
court,noun,"1. the place where legal trials take place and where crimes, etc. are judged 2. the people in a court, especially those who make the decisions, such as the judge and jury"
cover,noun,"1. a thing that is put over or on another thing, usually to protect it or to decorate it 2. shelter from bad weather or protection from an attack"
covered,adjective,1. having a layer or amount of something on it 2. having a roof over it
