english,tag,definition
condolence,noun,sympathy that you feel for somebody when a person in their family or that they know well has died; an expression of this sympathy
conducive,adjective,"making it easy, possible or likely for something to happen"
conduit,noun,"1. a pipe, channel or tube through which liquid, gas or electrical wire can pass 2. a person, an organization or a country that is used to pass things or information to other people or places"
confectionery,noun,"sweets, chocolate, etc."
confederacy,noun,"1. a union of states, groups of people or political parties with the same aim 2. the eleven southern states of the US that left the United States in 1860–1, starting the American Civil War"
confederate,noun,"1. a person who helps somebody, especially to do something illegal or secret 2. a person who supported the Confederate States in the American Civil War"
conferee,noun,someone who participates in a conference—usually plural
confessor,noun,a Roman Catholic priest who listens to somebody’s confession
confidant,noun,a person that you trust and who you talk to about private or secret things
confide,verb,to tell somebody secrets and personal information that you do not want other people to know
conflagration,noun,a very large fire that destroys a lot of land or buildings
confluence,noun,1. the place where two rivers flow together and become one 2. the fact of two or more things becoming one
confluence,adjective,1. the place where two rivers flow together and become one 2. the fact of two or more things becoming one
conformation,noun,"the way in which something is formed; the structure of something, especially an animal"
conformation,verb,"the way in which something is formed; the structure of something, especially an animal"
congenial,adjective,1. pleasant to spend time with because their interests and character are similar to your own 2. pleasant because it suits your character 3. suitable for something
congregate,verb,to come together in a group
conjoin,verb,to join together; to join two or more things together
conjugation,noun,1. the way in which a verb conjugates 2. a group of verbs that conjugate in the same way
connive,verb,1. to seem to allow something wrong to happen 2. to work together with somebody to do something wrong or illegal
conscript,verb,to order somebody by law to join the armed forces
consecutive,adjective,following one after another in a continuous series
consign,verb,1. to put somebody/something somewhere in order to get rid of them/it 2. to put somebody/something in an unpleasant situation 3. to give or send something to somebody
